user_tenure_days,avg_basket_value,purchase_frequency,category_affinity_score,loyalty_tier,review_sentiment_polarity,is_high_propensity
497.042,99.147,6.21,0.534,3,0.489,1
421.178,110.056,5.029,0.649,5,0.672,0
217.422,92.946,7.128,0.621,5,0.345,1
570.292,73.658,4.469,0.626,2,0.601,0
417.812,105.7,2.764,0.732,3,0.304,0
261.02,108.808,4.073,0.469,3,0.296,0
10.0,95.759,1.435,0.837,5,0.12,0
574.913,56.139,2.243,0.737,3,0.914,0
133.251,94.681,6.445,0.586,2,0.255,1
102.552,126.842,6.246,0.97,1,0.16,0
422.708,64.118,5.226,0.961,2,0.086,1
592.77,158.428,1.058,0.837,3,0.425,0
466.113,66.603,3.783,0.05,2,0.095,1
367.669,86.134,2.05,0.966,4,0.186,0
371.371,61.463,6.853,0.809,4,0.64,1
402.41,92.814,3.333,0.99,3,0.535,1
391.071,24.022,2.329,0.897,3,-0.004,1
333.743,65.889,4.56,0.966,1,0.617,0
312.504,46.776,3.22,0.826,2,0.41,0
292.489,89.737,7.467,0.92,1,0.741,0
209.524,119.806,3.03,0.99,3,0.825,0
266.319,107.61,1.702,0.693,3,-0.083,1
96.845,15.0,0.5,0.336,5,0.629,1
288.199,156.472,4.438,0.589,1,0.89,0
181.369,95.335,3.376,0.728,3,0.463,0
167.569,57.823,1.642,0.665,4,0.606,1
321.587,90.499,6.878,0.401,5,0.467,1
467.04,91.167,5.834,0.324,2,0.694,0
410.198,61.66,4.444,0.502,5,0.515,1
111.54,91.927,7.229,0.812,2,-0.207,1
181.245,63.738,5.825,0.966,4,0.364,1
412.893,70.847,2.854,0.833,2,0.344,0
182.102,60.98,2.422,0.861,1,0.614,0
273.044,34.857,6.136,0.634,2,0.753,0
366.006,90.104,5.293,0.302,2,0.332,0
183.799,105.485,4.839,0.559,5,0.033,1
312.645,103.021,2.807,0.598,4,0.492,0
139.917,113.697,5.716,0.551,2,0.167,0
227.836,96.352,2.989,0.661,1,0.218,0
338.374,66.355,4.296,0.738,5,1.0,0
108.841,114.388,7.394,0.821,4,0.197,1
352.857,37.487,3.178,0.594,4,-0.069,1
297.643,53.477,1.354,0.269,3,0.581,0
366.299,51.253,2.395,0.553,1,0.612,0
326.87,122.802,6.489,0.659,5,0.664,1
463.697,117.998,5.009,0.895,5,0.652,0
315.027,102.056,4.242,0.536,1,0.444,0
248.471,122.518,3.482,0.753,4,0.447,0
314.676,54.225,5.471,0.708,2,0.682,0
365.196,97.201,2.802,0.659,1,0.883,0
305.863,80.619,5.111,0.836,5,0.022,1
304.871,114.641,3.037,0.518,1,0.218,0
215.761,80.967,2.705,0.535,4,0.588,0
220.452,71.527,3.225,0.648,3,0.476,0
131.687,103.932,3.749,0.522,3,-0.137,1
509.949,115.666,4.402,0.752,2,0.228,0
150.736,61.608,4.971,0.507,2,0.491,0
216.851,82.862,0.5,0.695,4,0.404,0
213.791,47.955,2.885,0.63,2,0.292,0
407.391,15.0,3.717,0.693,3,1.0,0
264.606,92.016,7.51,0.558,4,0.393,1
449.729,106.312,2.34,0.582,4,0.469,1
219.181,94.172,4.826,0.669,4,0.44,1
333.479,16.765,7.49,0.69,1,0.464,1
199.758,72.72,1.874,0.649,2,0.411,0
557.418,15.0,5.288,0.99,5,-0.225,1
157.488,132.94,2.895,0.452,3,0.103,1
337.178,46.988,3.491,0.637,2,0.306,1
376.053,128.939,2.894,0.335,3,0.644,0
349.656,118.105,3.036,0.724,2,0.31,0
277.765,53.479,9.944,0.427,5,0.151,1
284.422,45.353,6.189,0.594,3,0.683,1
305.257,97.263,6.703,0.576,5,0.805,1
282.36,55.449,5.484,0.706,3,-0.06,1
415.665,88.587,1.287,0.539,1,0.429,0
565.263,68.101,5.29,0.531,1,-0.401,1
233.101,22.659,6.646,0.937,3,0.307,1
135.624,15.0,2.793,0.707,3,0.965,0
289.406,92.934,6.431,0.538,5,0.428,1
609.565,65.345,5.909,0.6,4,-0.014,0
203.559,65.642,8.204,0.979,3,-0.007,1
496.694,109.355,3.664,0.603,2,0.12,1
501.324,126.07,2.305,0.512,2,0.198,0
233.569,75.461,3.777,0.513,2,-0.168,1
368.278,73.079,7.371,0.54,1,0.499,0
495.408,102.505,0.843,0.531,5,0.563,1
254.505,37.507,0.5,0.394,1,0.295,0
275.57,92.81,4.679,0.425,2,1.0,0
230.198,104.316,3.615,0.484,3,0.271,0
178.229,108.808,4.515,0.768,2,0.761,0
222.087,17.214,6.391,0.574,3,-0.016,1
153.127,58.353,3.395,0.609,5,0.49,1
304.09,54.261,0.754,0.904,4,0.535,1
207.603,88.496,8.589,0.909,3,0.187,1
328.054,101.826,2.506,0.594,1,0.45,0
113.293,137.385,2.382,0.524,2,0.184,0
339.706,67.676,6.707,0.477,2,0.306,1
400.023,67.585,3.731,0.789,2,0.315,0
60.752,125.239,4.373,0.609,3,-0.022,1
344.887,95.38,5.466,0.573,5,0.557,1
447.32,129.368,6.667,0.487,3,0.578,1
154.843,95.105,3.833,0.496,1,0.288,0
500.709,44.501,7.54,0.714,2,0.473,0
350.282,38.341,0.5,0.387,3,0.124,1
215.399,30.697,6.02,0.849,2,0.024,1
293.308,108.172,2.821,0.543,1,0.28,0
366.999,126.601,7.245,0.62,4,0.607,1
309.121,149.728,4.784,0.383,4,0.377,1
364.651,114.509,3.154,0.648,4,0.268,1
189.519,125.699,5.826,0.584,2,0.501,0
320.323,64.699,6.286,0.64,3,0.125,1
130.354,44.525,5.784,0.944,2,0.032,1
286.653,114.753,2.441,0.686,5,0.294,1
191.531,99.619,3.532,0.491,3,0.145,0
211.736,88.761,4.492,0.508,1,0.043,0
448.331,98.558,4.417,0.769,4,0.671,0
430.957,96.311,5.999,0.91,3,1.0,0
373.097,129.934,0.5,0.706,3,-0.066,1
168.922,130.324,5.169,0.788,4,0.275,1
262.031,104.048,3.92,0.772,1,0.452,0
445.572,114.603,2.823,0.934,2,-0.116,0
317.006,102.992,3.015,0.26,2,0.333,1
578.32,68.859,4.071,0.783,3,0.355,0
347.198,111.48,0.5,0.847,4,0.544,0
323.046,36.193,3.097,0.382,5,0.168,1
262.906,121.886,2.748,0.473,1,0.231,0
316.025,43.192,5.566,0.48,2,0.691,0
281.704,95.003,2.889,0.504,1,0.526,0
384.973,55.42,4.07,0.554,1,0.618,0
414.804,104.369,7.585,0.699,1,-0.126,1
205.681,83.813,6.489,0.823,4,0.2,1
140.252,29.184,6.305,0.866,4,0.855,0
79.655,99.724,3.5,0.482,4,0.375,1
360.959,64.773,5.586,0.481,3,0.362,1
167.596,115.84,4.032,0.913,4,0.375,0
41.653,85.046,4.108,0.779,3,0.871,0
346.629,98.84,5.319,0.667,2,0.176,1
599.16,51.485,3.306,0.745,2,0.601,0
299.271,64.373,7.486,0.644,2,0.479,1
400.619,68.948,4.18,0.755,2,-0.01,1
309.82,114.985,5.737,0.583,2,0.31,0
288.133,143.708,7.411,0.704,4,0.15,1
410.289,56.819,6.563,0.348,5,0.018,1
265.167,122.69,1.682,0.512,4,0.759,0
332.087,15.0,5.39,0.515,5,0.034,1
338.604,43.203,6.201,0.575,4,0.625,1
219.829,51.443,6.284,0.465,2,0.142,1
419.045,37.662,2.273,0.543,1,0.807,0
279.005,29.574,3.186,0.347,5,0.274,1
209.311,99.455,6.489,0.76,1,0.501,0
364.381,77.508,2.976,0.633,2,0.23,0
192.184,98.279,3.901,0.309,5,-0.25,1
303.382,109.167,7.652,0.483,1,-0.1,1
298.906,94.297,4.404,0.717,4,-0.169,1
430.307,108.022,3.046,0.541,2,0.476,0
356.964,82.566,2.745,0.511,4,0.391,1
296.997,43.455,5.165,0.635,4,0.578,1
398.132,122.023,1.834,0.719,2,0.196,0
466.825,64.381,4.005,0.363,5,-0.251,1
366.937,52.254,5.166,0.76,3,0.791,0
301.242,78.773,7.098,0.49,3,0.697,1
142.58,53.052,5.835,0.646,2,0.512,0
172.186,70.39,3.072,0.643,3,0.733,0
263.373,97.042,6.857,0.545,1,0.37,0
226.859,97.192,3.901,0.445,5,0.48,1
277.563,53.576,2.029,0.593,4,0.189,1
306.798,67.93,4.156,0.975,4,0.079,1
363.563,122.602,7.376,0.378,2,-0.073,1
291.54,102.374,4.83,0.988,4,0.174,0
358.38,157.627,4.525,0.598,1,1.0,0
307.737,126.304,7.774,0.657,1,-0.056,1
62.944,125.05,1.637,0.433,2,0.119,1
187.28,36.425,1.929,0.496,4,0.434,0
282.709,111.735,1.268,0.549,3,1.0,0
154.837,83.141,5.245,0.441,3,0.085,1
371.991,65.716,4.833,0.608,5,0.211,1
483.69,90.881,7.585,0.569,2,0.601,1
446.251,118.082,4.987,0.99,5,0.584,0
274.387,102.529,3.692,0.417,3,0.192,1
478.887,54.253,4.504,0.671,3,0.15,1
317.84,110.986,4.735,0.7,3,0.534,0
259.55,62.684,1.156,0.436,5,0.309,1
226.392,92.584,9.921,0.787,2,0.486,0
263.704,74.383,5.54,0.57,1,0.349,0
253.419,77.34,4.92,0.152,1,0.505,0
320.45,111.819,5.73,0.782,3,0.536,0
319.269,48.593,5.919,0.427,2,-0.184,1
300.366,153.082,4.219,0.44,2,0.261,1
352.433,21.262,3.238,0.788,4,0.5,1
442.878,64.082,5.699,0.581,4,0.643,1
413.946,97.957,5.271,0.834,5,0.3,1
121.812,105.451,2.88,0.892,4,-0.153,1
10.0,81.483,7.338,0.521,5,0.775,1
412.118,82.991,5.087,0.809,1,0.657,0
135.975,99.369,5.96,0.499,3,0.432,0
273.028,76.913,7.284,0.99,2,0.261,0
159.586,133.761,4.544,0.511,1,0.58,0
83.762,114.377,5.134,0.855,1,0.264,0
364.976,115.549,6.12,0.819,5,0.663,1
391.099,51.185,3.05,0.713,3,0.939,0
230.819,82.221,4.608,0.516,5,0.254,1
10.0,74.484,4.751,0.62,1,0.634,0
234.451,49.804,2.588,0.219,2,0.203,1
347.016,97.606,9.135,0.695,4,0.708,1
122.531,66.182,1.685,0.72,5,0.326,0
322.003,107.939,1.904,0.677,1,0.834,0
298.163,47.543,7.128,0.055,4,0.317,1
369.515,145.166,5.927,0.397,4,0.131,1
314.35,53.628,2.448,0.5,1,0.3,1
183.232,92.676,5.715,0.708,3,0.333,1
443.589,112.715,7.436,0.708,1,0.471,0
280.976,65.028,4.439,0.616,2,0.301,0
296.723,114.836,9.698,0.777,4,0.474,1
188.008,41.979,1.052,0.445,2,0.479,0
246.806,135.824,5.888,0.772,5,0.272,1
193.824,85.495,6.833,0.745,4,0.499,1
279.246,64.126,6.283,0.726,3,0.224,1
505.405,74.529,4.091,0.614,1,1.0,0
135.372,113.312,3.919,0.99,5,0.49,0
106.373,64.544,5.388,0.749,2,0.584,0
476.54,58.772,6.132,0.456,5,0.341,1
274.881,77.246,5.705,0.7,3,0.184,1
219.711,43.806,6.58,0.8,1,0.651,0
424.789,148.719,2.462,0.532,5,0.499,1
227.326,65.176,4.044,0.868,2,-0.384,1
519.121,114.107,2.62,0.726,5,0.978,0
381.351,92.331,3.728,0.182,1,0.621,0
241.451,50.541,6.53,0.71,5,0.286,1
558.877,84.792,4.716,0.569,2,0.582,0
227.314,112.44,9.714,0.757,1,0.526,0
389.051,78.411,4.887,0.839,3,0.549,0
335.915,126.759,4.619,0.689,3,0.139,1
456.209,120.753,4.712,0.983,4,0.421,0
487.381,117.162,3.224,0.614,5,0.491,1
303.84,68.912,4.384,0.775,2,0.77,0
209.59,47.206,6.756,0.811,5,0.431,1
355.197,63.524,4.728,0.631,1,0.529,0
218.674,91.868,2.913,0.806,4,0.127,0
541.606,104.103,2.65,0.531,2,0.42,0
316.384,15.0,3.6,0.565,5,0.66,1
256.161,84.716,4.648,0.388,2,0.195,1
322.162,90.533,6.887,0.698,1,0.284,0
138.345,75.286,1.819,0.715,4,0.111,1
183.406,130.195,3.86,0.886,2,-0.007,1
444.05,99.762,4.789,0.808,1,0.142,0
221.173,130.857,0.833,0.593,3,0.569,0
174.371,77.441,2.833,0.414,2,0.326,1
364.398,117.812,3.14,0.737,4,0.143,1
442.284,142.227,2.908,0.872,2,1.0,0
386.274,130.909,4.884,0.801,2,0.189,0
419.526,46.775,4.179,0.867,1,0.587,0
209.185,76.121,3.389,0.608,5,0.5,1
129.383,72.919,5.356,0.557,5,0.474,1
480.16,102.124,7.946,0.503,2,-0.149,1
261.278,109.022,7.779,0.639,4,0.781,1
269.9,55.639,0.654,0.634,4,0.496,0
459.383,87.374,5.654,0.691,1,0.676,0
366.748,15.0,4.144,0.624,2,0.742,0
354.707,135.468,4.81,0.623,2,0.914,0
559.8,67.067,3.703,0.495,5,0.1,1
222.778,86.955,4.735,0.838,1,0.184,0
411.341,74.162,4.803,0.665,3,0.225,1
306.842,125.111,3.342,0.615,4,0.14,1
332.231,15.0,2.707,0.501,4,0.797,1
483.416,84.419,3.603,0.384,2,0.099,1
360.94,81.296,4.969,0.912,1,0.286,0
364.596,69.123,5.698,0.761,3,-0.089,1
428.701,145.418,6.207,0.325,4,0.62,1
256.206,53.943,3.512,0.803,1,0.362,0
199.295,112.013,5.068,0.834,3,0.665,0
174.623,97.469,6.425,0.675,2,0.61,0
64.037,129.153,6.831,0.97,5,-0.092,1
546.745,61.648,4.382,0.693,4,0.455,1
167.615,59.346,4.058,0.367,4,0.073,1
273.45,123.362,4.882,0.723,3,0.442,0
266.782,99.886,2.201,0.699,5,0.224,0
336.889,30.927,4.113,0.529,1,0.95,0
397.888,66.124,5.989,0.765,2,1.0,0
403.257,98.523,5.784,0.316,1,0.327,1
230.031,114.322,3.959,0.848,3,0.43,0
279.945,61.227,4.935,0.474,4,-0.286,1
333.91,15.0,2.851,0.453,4,-0.093,1
270.157,103.313,5.907,0.627,1,0.516,0
492.881,42.289,4.344,0.737,2,0.39,0
358.917,15.0,3.948,0.683,3,0.526,1
388.185,15.0,3.777,0.501,2,0.161,1
379.546,113.489,4.374,0.549,3,0.491,1
440.817,89.502,3.604,0.423,2,-0.359,1
321.723,77.102,5.816,0.605,1,0.217,0
144.38,133.616,3.709,0.865,5,0.54,0
347.963,107.306,7.686,0.649,3,0.909,0
221.837,141.571,7.43,0.822,1,0.365,0
236.566,36.254,2.717,0.941,4,0.577,1
370.364,83.791,4.639,0.532,4,0.199,1
448.594,28.415,3.199,0.613,2,0.533,0
302.553,76.972,3.847,0.99,4,0.252,1
337.06,76.298,8.505,0.939,5,0.986,1
504.266,106.931,3.885,0.316,3,0.301,1
328.89,86.595,5.22,0.727,2,0.349,0
612.202,106.819,5.583,0.65,3,0.632,0
367.861,109.62,2.499,0.815,3,0.551,0
88.708,160.423,2.79,0.501,1,0.29,0
390.401,73.965,2.088,0.482,4,0.523,1
345.739,52.064,2.728,0.515,3,0.084,1
454.77,93.613,0.5,0.536,5,0.468,1
380.782,56.92,5.589,0.813,5,0.565,1
283.385,136.869,8.608,0.414,4,0.273,1
153.084,75.087,4.796,0.525,4,0.289,1
274.917,65.205,1.667,0.292,2,0.211,0
197.938,68.504,3.214,0.851,2,-0.031,0
230.337,110.145,3.582,0.904,2,0.525,0
370.629,79.479,2.465,0.585,4,0.257,1
500.389,62.542,6.22,0.59,3,0.567,1
347.361,143.287,6.121,0.741,1,0.345,0
156.494,55.034,2.189,0.945,2,0.584,0
353.352,86.245,5.95,0.732,1,-0.114,1
443.596,107.831,7.554,0.51,5,0.056,1
226.826,27.903,8.305,0.326,4,0.147,1
283.918,101.809,10.23,0.427,5,0.759,1
301.763,48.071,2.696,0.665,2,0.521,0
205.812,113.797,10.148,0.519,3,0.321,1
377.794,51.307,3.792,0.689,2,0.257,0
285.486,109.247,3.315,0.539,1,0.579,0
350.344,123.704,5.154,0.438,2,0.223,1
193.501,115.15,3.336,0.415,3,0.621,0
247.505,93.796,5.298,0.962,3,0.336,0
386.686,76.904,1.86,0.828,4,0.788,0
255.26,64.825,4.022,0.99,4,0.117,1
507.236,136.486,7.071,0.758,3,0.362,1
252.044,60.518,4.386,0.564,3,0.124,1
326.962,48.703,4.783,0.915,1,0.888,0
411.911,108.288,5.451,0.643,2,0.406,0
129.796,57.135,6.841,0.694,4,0.098,1
88.703,51.748,1.19,0.641,1,0.129,0
116.921,34.474,5.669,0.061,2,0.554,1
451.51,68.098,3.964,0.971,4,-0.146,1
233.777,82.105,4.833,0.748,1,0.347,0
606.984,93.508,6.62,0.716,5,0.144,1
232.29,118.296,2.112,0.638,5,0.352,1
322.146,103.441,2.475,0.683,4,0.43,1
485.053,78.319,0.629,0.531,1,0.37,0
540.731,78.063,3.402,0.773,2,0.32,0
547.38,102.856,7.161,0.389,2,0.45,1
445.004,129.54,4.259,0.687,1,0.925,0
422.888,89.421,1.82,0.762,5,0.782,0
371.103,68.58,3.529,0.61,1,0.299,0
393.403,50.25,1.524,0.724,5,0.618,1
233.858,34.418,2.25,0.452,5,0.603,1
201.816,108.319,5.278,0.457,2,0.286,0
299.595,105.229,2.152,0.697,4,0.39,0
279.578,105.208,6.725,0.786,3,0.561,0
245.613,80.497,4.358,0.275,1,0.181,1
383.566,134.243,4.671,0.754,5,0.328,1
414.637,68.056,3.943,0.541,1,0.341,0
310.609,118.434,6.046,0.611,4,0.319,1
477.304,83.644,6.066,0.382,4,0.307,1
162.997,63.708,5.17,0.48,3,0.533,1
276.761,105.739,5.63,0.843,3,0.408,1
213.981,99.337,4.076,0.657,5,0.592,0
76.016,97.494,5.584,0.573,3,1.0,0
290.078,87.845,3.824,0.627,5,0.239,1
285.39,83.674,4.504,0.748,2,0.465,0
481.614,168.593,3.951,0.738,5,0.553,0
375.697,126.449,3.586,0.635,3,0.728,0
177.098,110.299,3.122,0.869,1,0.53,0
522.491,88.913,5.435,0.844,3,0.072,1
446.524,120.251,7.121,0.733,4,0.201,1
369.852,103.13,6.842,0.661,3,0.444,1
272.822,85.917,1.987,0.781,2,0.193,0
184.867,74.375,7.078,0.713,5,-0.043,1
255.335,82.168,3.864,0.862,4,0.158,0
430.65,15.0,5.701,0.83,5,0.16,1
526.15,92.371,2.688,0.446,5,0.097,1
485.189,67.903,4.784,0.433,3,1.0,1
241.338,140.743,5.127,0.51,1,0.495,0
165.646,85.677,1.531,0.845,4,0.435,0
316.906,43.386,5.717,0.335,2,0.676,1
87.787,83.254,7.192,0.729,2,0.939,0
338.78,48.386,4.151,0.723,1,0.516,0
282.288,101.569,7.22,0.883,1,0.705,0
244.076,95.183,4.121,0.686,3,0.249,1
108.636,118.524,6.199,0.381,2,0.128,0
361.632,57.319,0.5,0.458,4,0.673,0
236.076,86.19,9.338,0.414,1,0.667,0
159.61,37.224,7.491,0.542,1,0.639,0
10.0,109.552,3.931,0.613,1,0.438,0
296.698,103.16,0.556,0.417,4,0.166,1
512.67,102.353,5.076,0.944,2,0.256,0
499.351,85.057,1.612,0.385,4,0.747,0
245.148,99.517,5.39,0.919,4,0.223,0
227.735,141.152,5.323,0.887,3,0.456,0
356.253,75.022,2.617,0.83,1,0.169,0
180.194,89.853,6.742,0.511,2,0.343,1
336.215,46.986,6.111,0.718,3,0.076,1
391.93,54.611,6.452,0.395,3,0.378,1
447.232,88.423,4.518,0.832,5,0.257,1
287.982,123.638,1.669,0.635,1,-0.112,1
275.559,76.03,6.456,0.568,2,0.596,0
194.642,76.743,3.959,0.405,2,0.583,0
200.774,70.759,1.72,0.154,2,0.417,1
272.823,66.284,7.204,0.442,1,0.063,1
344.084,95.324,8.699,0.873,2,0.067,1
409.63,32.596,4.418,0.569,4,1.0,0
203.619,129.833,8.818,0.616,4,-0.387,1
479.123,61.71,4.683,0.781,1,0.073,0
267.465,110.267,3.739,0.99,2,1.0,0
297.436,40.55,3.239,0.915,5,1.0,0
210.335,108.409,7.774,0.456,5,0.91,1
10.0,108.518,2.94,0.261,5,0.56,1
406.085,98.447,5.971,0.99,4,0.209,0
388.421,50.195,3.382,0.99,5,-0.105,1
266.241,93.734,3.579,0.688,2,0.522,0
308.039,43.593,6.56,0.396,2,0.171,1
361.913,76.153,3.74,0.843,5,0.835,0
112.494,121.029,3.69,0.628,3,-0.156,1
236.514,112.885,6.766,0.627,5,0.46,1
395.312,85.531,7.695,0.829,3,0.679,1
149.485,50.882,5.789,0.717,1,0.704,0
335.227,107.596,3.19,0.413,1,0.65,0
137.21,85.678,3.479,0.585,2,0.502,0
355.972,15.0,4.66,0.782,4,0.438,1
295.723,112.392,5.142,0.752,2,0.672,0
106.184,84.152,2.524,0.702,2,0.502,0
439.769,127.086,5.946,0.837,4,0.512,0
211.849,46.666,4.671,0.578,2,0.41,0
202.77,15.0,1.069,0.686,4,0.284,1
324.068,94.768,2.642,0.05,2,-0.005,1
437.836,95.205,3.492,0.56,1,0.047,0
178.101,25.826,4.354,0.803,3,0.285,0
307.402,50.753,8.279,0.572,2,0.364,1
351.458,181.433,4.976,0.557,3,0.11,0
383.173,74.304,2.818,0.442,5,0.087,1
321.173,110.584,4.941,0.851,2,0.291,0
255.957,62.227,3.796,0.76,1,0.671,0
200.689,15.0,5.15,0.815,4,-0.236,1
310.337,79.041,5.661,0.305,1,0.119,1
171.343,75.704,6.918,0.618,3,0.448,1
10.0,71.004,4.451,0.594,4,0.786,0
352.387,80.988,7.778,0.594,1,1.0,0
408.472,94.249,6.316,0.527,1,0.297,0
16.448,79.746,3.085,0.581,1,0.293,0
178.832,40.76,8.92,0.82,4,0.359,0
374.299,102.016,5.154,0.267,1,0.468,0
546.899,16.772,2.83,0.99,1,0.387,0
302.495,15.0,7.806,0.747,3,0.435,1
212.64,110.871,8.656,0.642,1,-0.001,1
278.052,102.746,4.434,0.831,1,-0.099,1
464.985,82.991,3.493,0.36,5,0.615,1
222.484,36.159,4.155,0.517,4,0.342,1
204.097,60.223,5.929,0.626,5,0.65,1
242.071,75.804,7.056,0.923,3,0.467,1
185.601,29.144,5.641,0.641,5,-0.03,1
314.72,59.134,4.703,0.74,2,0.866,0
494.961,107.832,7.496,0.532,4,0.409,0
338.77,134.956,3.874,0.747,1,0.176,0
269.718,70.32,6.562,0.985,5,0.24,1
264.983,111.477,3.924,0.849,5,0.037,1
112.417,18.008,5.362,0.634,1,0.5,0
405.973,108.081,4.273,0.785,1,0.367,0
290.66,56.862,4.388,0.766,3,1.0,0
278.342,95.757,3.745,0.751,5,0.556,1
683.173,76.329,7.19,0.872,5,0.987,1
335.85,131.214,3.034,0.871,2,0.112,0
209.785,54.395,3.02,0.625,2,0.301,0
248.837,106.966,8.742,0.778,5,0.667,1
437.813,75.217,6.456,0.573,2,0.577,0
313.592,79.459,0.5,0.465,5,0.395,0
127.407,78.565,3.369,0.596,4,0.077,1
410.307,55.401,0.876,0.635,3,-0.253,1
219.823,84.507,2.599,0.318,2,0.334,1
524.796,82.807,0.5,0.822,5,0.347,0
429.606,93.443,4.226,0.097,2,0.438,1
246.321,87.958,2.216,0.99,3,-0.034,0
453.722,112.93,4.62,0.95,4,0.136,1
308.143,117.323,1.25,0.598,1,0.518,0
402.333,48.228,4.666,0.652,1,0.576,0
358.168,115.407,3.67,0.711,2,0.46,0
198.437,43.478,7.504,0.532,5,0.296,1
222.774,105.575,7.323,0.689,3,0.044,1
423.595,106.691,6.071,0.621,4,0.686,0
259.827,18.104,3.847,0.631,4,0.618,1
251.562,88.254,8.471,0.686,4,0.228,1
185.385,68.603,1.394,0.387,1,0.65,0
350.832,58.443,1.693,0.658,3,0.379,0
547.503,132.28,4.332,0.683,1,0.195,0
171.896,62.121,9.008,0.676,2,0.678,0
302.906,56.777,4.095,0.607,4,0.43,1
469.466,87.649,4.134,0.878,3,0.272,0
290.443,108.996,1.616,0.579,4,0.015,1
354.285,80.042,6.392,0.695,1,0.043,1
172.513,125.823,6.406,0.909,1,0.654,0
351.397,103.584,6.078,0.634,1,0.536,0
277.543,15.0,3.242,0.693,4,0.049,1
418.288,66.469,3.087,0.631,3,0.043,1
442.486,65.336,1.914,0.897,3,1.0,0
610.748,101.778,4.668,0.598,2,0.539,0
369.556,15.0,2.339,0.907,4,0.763,0
339.096,174.215,2.145,0.629,2,0.848,0
323.326,103.586,3.653,0.478,2,0.122,0
257.62,90.211,3.522,0.786,2,0.923,0
340.618,126.355,3.424,0.589,2,0.077,1
264.552,167.028,5.433,0.774,1,0.619,0
320.215,115.476,4.658,0.104,2,0.365,1
458.112,118.208,3.924,0.651,3,0.617,0
179.215,89.574,4.866,0.558,2,0.337,0
436.785,80.047,2.517,0.437,1,0.565,0
458.054,68.347,4.711,0.539,5,0.809,1
285.832,56.086,4.801,0.535,5,0.736,1
45.377,60.955,1.494,0.64,5,0.381,1
227.061,37.731,6.491,0.377,4,0.114,1
455.639,82.344,2.737,0.713,3,0.311,0
297.256,26.037,4.681,0.923,1,0.533,0
180.084,91.682,6.829,0.706,5,0.596,1
239.427,83.728,6.351,0.812,1,0.721,0
400.874,90.143,4.569,0.869,1,0.181,0
365.608,66.725,3.775,0.897,4,0.12,0
271.328,192.69,6.395,0.99,5,0.094,1
255.981,132.604,5.849,0.55,2,0.341,0
252.989,41.441,3.263,0.506,1,0.464,0
189.311,93.15,2.91,0.807,5,0.511,0
493.845,63.72,0.5,0.792,1,-0.024,0
261.322,49.493,4.808,0.805,4,0.114,1
446.059,38.097,4.335,0.99,4,0.189,0
482.558,100.128,6.772,0.652,2,0.927,0
419.797,61.152,5.218,0.735,4,0.286,1
248.206,118.874,7.168,0.454,5,-0.043,1
348.448,119.782,3.105,0.99,4,0.514,0
297.097,133.087,6.776,0.583,2,0.367,0
191.556,55.166,3.442,0.588,3,0.048,1
338.923,101.638,6.055,0.581,1,0.258,0
158.515,107.136,1.582,0.521,1,0.298,0
442.522,68.404,4.97,0.504,5,0.363,1
244.246,57.988,0.531,0.545,2,0.679,0
324.139,141.333,3.966,0.377,2,0.568,0
333.995,92.962,5.381,0.493,2,0.438,0
268.931,107.259,3.458,0.99,1,0.696,0
370.403,56.227,2.399,0.797,4,0.277,0
243.012,42.325,6.192,0.835,1,0.182,0
404.556,65.069,4.293,0.885,1,0.493,0
138.482,80.659,3.521,0.99,1,0.469,0
315.166,47.752,4.584,0.296,4,-0.043,1
532.671,84.655,9.773,0.404,3,0.848,1
179.96,25.902,6.807,0.489,5,0.094,1
218.671,45.798,6.825,0.556,3,0.559,0
361.669,108.482,5.371,0.59,3,0.566,1
321.55,106.133,4.833,0.561,1,-0.526,0
342.076,71.284,0.5,0.694,3,0.468,0
358.702,49.378,3.142,0.657,1,0.891,0
376.167,49.041,3.539,0.505,1,0.187,1
433.164,71.936,0.75,0.215,5,-0.169,1
349.178,107.558,2.185,0.451,2,0.365,0
271.049,117.489,0.538,0.54,1,0.54,0
380.709,67.621,4.423,0.601,3,0.374,1
527.986,44.628,6.138,0.424,5,0.115,1
284.084,94.375,6.714,0.552,3,0.091,1
183.056,56.176,5.33,0.424,2,-0.087,1
432.85,66.861,2.573,0.625,4,-0.162,1
285.554,131.385,0.636,0.435,2,0.297,0
39.28,113.949,0.986,0.48,5,0.527,0
401.691,90.529,1.962,0.388,2,0.448,0
235.761,40.483,2.722,0.619,2,0.475,0
289.136,92.399,4.181,0.477,5,0.59,1
339.838,122.193,2.472,0.831,5,0.792,0
322.86,71.853,5.178,0.731,3,0.408,1
385.134,132.289,4.035,0.636,1,0.503,0
247.742,130.246,4.521,0.491,4,0.505,1
361.573,143.231,6.781,0.726,4,0.444,1
268.854,95.684,2.14,0.788,4,0.406,0
388.657,105.559,5.337,0.679,2,0.43,0
373.844,134.497,4.472,0.971,5,0.868,0
187.747,100.659,3.833,0.742,5,0.83,0
430.318,67.457,6.271,0.833,5,-0.112,1
235.684,69.301,6.258,0.677,1,0.466,0
396.967,93.349,2.607,0.785,5,0.402,1
344.074,39.83,4.136,0.491,5,0.778,1
520.582,79.986,5.062,0.558,2,0.389,0
273.184,123.379,3.954,0.72,3,0.475,0
258.082,15.0,5.67,0.718,4,0.205,1
